IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"52.197.114.143","*.sap.adata.com","","","","","*.sap.adata.com|sap.adata.com","","false"
"52.197.114.146","onetoone.console.mico-cloud.jp","","","","","onetoone.console.mico-cloud.jp|*.onetoone.console.mico-cloud.jp","","false"
"52.197.114.153","polarify-service.com","","","","","polarify-service.com|*.polarify-service.com","","false"
"52.197.114.160","optimization.choreograph.com","","","","","optimization.choreograph.com|*.optimization.choreograph.com","","false"
"52.197.114.163","touch-and-plan.tasuki-tech.jp","","","","","touch-and-plan.tasuki-tech.jp","","false"
"52.197.114.168","dev.sputnik.jp","","","","","dev.sputnik.jp","","false"
"52.197.114.170","kube-apiserver","","","","","9918f4abf7bca7c3665b6f97c2125123.gr7.ap-northeast-1.eks.amazonaws.com|ip-10-0-32-91.ap-northeast-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|101.78.2.236|10.0.32.91","false"
"52.197.114.172","ginichi.co.jp","","","","","ginichi.co.jp","","false"
"52.197.114.174","ysq-developer.com","","","","","ysq-developer.com|*.ysq-developer.com","","false"
"52.197.114.175","*.channel.or.jp","","","","","*.channel.or.jp|channel.or.jp","","false"
"52.197.114.188","cobody.jp","","","","","cobody.jp|*.cobody.jp","","false"
"52.197.114.195","*.voguegirl.jp","","","","","*.voguegirl.jp|voguegirl.jp","","false"
"52.197.114.197","*.leica.gp-dev.net","","","","","*.leica.gp-dev.net|stg.leica.bishoujo-zenkan.jp","","false"
"52.197.114.203","*.cenfy.com","","","","","*.cenfy.com|cenfy.com","","false"
"52.197.114.206","*.onerank-tools.com","","","","","*.onerank-tools.com|onerank-tools.com","","false"
"52.197.114.213","*.paylab.sh","","","","","*.paylab.sh","","false"
"52.197.114.218","*.nakabayashi.jp","","","","","*.nakabayashi.jp","","false"
"52.197.114.232","*.booklook.jp","","","","","*.booklook.jp|booklook.jp","","false"
"52.197.114.244","stg.ssksmartleague.com","","","","","stg.ssksmartleague.com","","false"
"52.197.114.248","loan.saisoncard.co.jp","","","","","loan.saisoncard.co.jp","","false"
"52.197.114.249","stg.casie.jp","","","","","stg.casie.jp","","false"
"52.197.114.252","*.jbcloud.com","JBCC Corporation","JP","Chuo-ku","Tokyo","*.jbcloud.com|jbcloud.com","","false"
"52.197.114.255","*.digitalartscloud.com","","","","","*.digitalartscloud.com|digitalartscloud.com","","false"
"52.197.115.7","a469.mysql.pilott.amimoto.io","","","","","a469.mysql.pilott.amimoto.io","","false"
"52.197.115.10","infuraya.com","","","","","infuraya.com","","false"
"52.197.115.15","cloud.nodesx.link","","","","","cloud.nodesx.link","","false"
"52.197.115.17","*.raku-za.jp","People Software Corporation","JP","Kurashiki","Okayama","*.raku-za.jp|raku-za.jp","","false"
"52.197.115.27","api.fanmily.jp","","","","","api.fanmily.jp|*.icon.api.fanmily.jp|cache-api.fanmily.jp|*.cache-api.fanmily.jp|*.api.fanmily.jp|icon.api.fanmily.jp","","false"
"52.197.115.34","contest.paralymart.or.jp","","","","","contest.paralymart.or.jp","","false"
