IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"35.195.184.125","34.140.145.219","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.140.145.219|10.76.0.1|35.240.71.227|104.155.96.111|35.195.184.125|10.132.0.25","false"
"35.195.184.126","dropcam.com","","","","","dropcam.com|*.dropcam.com","","false"
"35.195.184.120","*.cybereason.net","Cybereason Inc","US","Boston","Massachusetts","*.cybereason.net|cybereason.net","","false"
"35.195.184.139","35.227.157.105","Google","US","Sunnyvale","CA","","","true"
"35.195.184.172","35.195.184.172","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.184.172|10.64.2.1|192.168.235.226|34.76.250.104|34.22.211.149|34.79.161.78","false"
"35.195.184.173","35.195.184.173","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.184.173|10.200.8.1|10.200.0.130|35.205.22.51|34.77.31.230|34.140.96.120","false"
"35.195.184.180","35.195.184.180","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.184.180|34.118.224.1|10.132.0.4|34.22.228.37|35.240.95.141|34.79.180.208","false"
"35.195.184.181","34.38.119.2","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.38.119.2|34.118.224.1|10.0.16.2|35.240.98.129|34.78.49.164|35.195.184.181","false"
"35.195.184.183","34.79.11.125","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.79.11.125|10.239.0.1|35.195.184.183|34.79.196.102|35.240.113.135|10.135.0.43","false"
"35.195.184.191","35.195.184.191","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.184.191|34.118.224.1|34.79.37.125|34.76.76.167|34.79.12.130|172.16.198.98","false"
"35.195.184.187","35.195.212.24","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.212.24|34.118.224.1|10.132.0.2|35.195.184.187","false"
"35.195.184.194","35.195.184.194","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.184.194|10.15.0.1|35.241.196.196|34.79.244.82|35.195.213.190|10.145.144.193","false"
"35.195.184.189","oculus27-eu1.dropcam.com","Dropcam","US","","","oculus27-eu1.dropcam.com|nexus-eu1.dropcam.com|nexus.dropcam.com","","false"
"35.195.184.207","35.195.136.130","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.136.130|10.85.144.1|34.76.177.137|35.195.184.207|34.140.230.173|10.132.0.12","false"
"35.195.184.210","130.211.106.228","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","130.211.106.228|10.4.0.1|10.0.0.2|35.195.184.210|34.38.128.54|35.205.13.86","false"
"35.195.184.249","35.195.184.249","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.195.184.249|34.118.224.1|34.76.254.14|35.233.91.138|34.22.134.200|10.48.157.34","false"
"35.195.184.255","34.140.180.162","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.140.180.162|10.120.0.1|34.78.145.70|34.77.59.207|35.195.184.255|172.16.0.18","false"
