IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"52.199.102.230","*.ap-northeast-1.osis.amazonaws.com","","","","","*.ap-northeast-1.osis.amazonaws.com|*.osis.ap-northeast-1.vpce.amazonaws.com","","false"
"52.199.102.242","*.gtl-fqa.granturismo-online.net","","","","","*.gtl-fqa.granturismo-online.net","","false"
"52.199.102.252","*.mbr-pg.com","","","","","*.mbr-pg.com|mbr-pg.com","","false"
"52.199.102.254","*.cir.io","","","","","*.cir.io","","false"
"52.199.103.2","lifecorp-app.jp","","","","","lifecorp-app.jp|*.lifecorp-app.jp","","false"
"52.199.103.15","ip-174-30-1-242","SomeOrganization","--","SomeCity","SomeState","localhost|localhost.localdomain|ip-174-30-1-242","","true"
"52.199.103.30","console.personal.buddycom.net","","","","","console.personal.buddycom.net","","false"
"52.199.103.31","saiten.su-gaku.net","The Mathematics Certification Institute of Japan","JP","TAITO-KU","TOKYO","saiten.su-gaku.net","","false"
"52.199.103.38","*.takumen.com","","","","","*.takumen.com","","false"
"52.199.103.36","gift.giftee.com","","","","","gift.giftee.com|*.gift.giftee.com","","false"
"52.199.103.48","anicom-egao-expo.com","","","","","anicom-egao-expo.com|*.anicom-egao-expo.com","","false"
"52.199.103.50","*.maasjapan.net","","","","","*.maasjapan.net|maasjapan.net","","false"
"52.199.103.61","*.bs.benefit-one.inc","","","","","*.bs.benefit-one.inc","","false"
"52.199.103.69","career-lab.m3.com","","","","","career-lab.m3.com","","false"
"52.199.103.71","*.asp.traina.jp","","","","","*.asp.traina.jp","","false"
"52.199.103.72","tagfeed.net","","","","","tagfeed.net","","false"
"52.199.103.75","www.ho-me.co.jp","","","","","www.ho-me.co.jp","","false"
"52.199.103.74","*.79q0q6tqai0a4.ap-northeast-1.cs.amazonlightsail.com","","","","","*.79q0q6tqai0a4.ap-northeast-1.cs.amazonlightsail.com","","false"
"52.199.103.73","daiichi-lifesms.jp","","","","","daiichi-lifesms.jp|www.daiichi-lifesms.jp","","false"
"52.199.103.79","cameragw.safie.link","","","","","cameragw.safie.link","","false"
"52.199.103.80","proxy.guarded-taiga-7813.herokuspace.com","Heroku","US","San Francisco","California","proxy.guarded-taiga-7813.herokuspace.com","","false"
"52.199.103.87","example.com","","","","","","","true"
"52.199.103.90","dev-recommend.d.booklive.jp","","","","","dev-recommend.d.booklive.jp","","false"
"52.199.103.92","*.basestatic.net","","","","","*.basestatic.net","","false"
"52.199.103.113","*.dev.ils.aws.m-pipe.net","","","","","*.prod.ils.aws.m-pipe.net|*.dev.ils.aws.m-pipe.net","","false"
"52.199.103.120","*.sw-ai.click","","","","","*.sw-ai.click","","false"
"52.199.103.117","","SOUWA CO.,LTD.æ ª.","JP","Sapporo","Hokkaido","","","true"
"52.199.103.123","om.quent-tms.jp","","","","","om.quent-tms.jp","","false"
"52.199.103.125","","Default Company Ltd","JP","Default City","","","","true"
"52.199.103.129","*.ub66.net","","","","","*.ub66.net|ub66.net","","false"
"52.199.103.131","rollingstonejapan.com","","","","","rollingstonejapan.com|*.rollingstonejapan.com","","false"
"52.199.103.139","thresher.work","","","","","thresher.work","","false"
"52.199.103.143","prd-jenkins.thunderbird.pointconcent.jp","","","","","prd-jenkins.thunderbird.pointconcent.jp","","false"
