IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.218.181.217","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.181.223","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.181.224","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.181.222","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.181.221","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.181.218","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.181.225","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.180.126","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.2","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.1","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.0","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.11","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.12","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.10","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.13","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.15","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.18","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.21","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.17","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.16","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.22","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.20","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.19","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.102","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.100","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.101","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.103","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.104","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.106","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.105","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.108","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.107","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.109","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.111","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.110","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.114","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.113","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.115","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.112","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.116","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.118","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.117","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.119","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.120","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.121","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.123","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.125","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.124","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.127","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.129","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
"3.218.182.130","dynamodb.us-east-1.amazonaws.com","","","","","dynamodb.us-east-1.amazonaws.com|*.ddb.us-east-1.amazonaws.com|*.ddb.us-east-1.api.aws|*.dynamodb.us-east-1.vpce.amazonaws.com|dynamodb.us-east-1.api.aws","","false"
